var;plot_id;spike;flower;small;medium;large;total
Capone;36;1;0;0;0;0;0
Capone;36;2;1;0;0;0;0
Capone;36;3;2;0;0;0;0
Capone;36;4;2;1;0;0;1
Capone;36;5;4;1, 2, 3;0;0;3
Capone;36;6;4;1, 2;3;0;3
Capone;36;7;4;2, 3;1;0;3
Capone;36;8;5;1;2, 3;0;3
Capone;36;9;5;2, 3;1;0;3
Capone;36;10;4;1, 3;0;2;3
Capone;36;11;4;1, 2, 3;0;0;3
Capone;36;12;4;3;2, 3;0;3
Capone;36;13;4;2, 3;1;0;3
Capone;36;14;3;1, 2;0;0;2
Capone;36;15;3;1, 2;0;0;2
Capone;36;16;3;1, 2;0;0;2
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
